estado,fase,visitas,d_pi,H_pi_nats,H_pi_norm,action_gap,ventaja_media
c=M dc=- h=M dh=0 L=M dL=0 preo=A,calma,7,0.000000,3.6593,0.8327,3.54962,3.51640
c=M dc=0 h=A dh=+ L=M dL=0 preo=B,emergencia,7,0.000000,0.0124,0.0028,11.27769,11.14078
c=A dc=0 h=A dh=- L=M dL=0 preo=B,emergencia,7,0.000000,4.3927,0.9996,0.00000,0.01725
c=A dc=- h=A dh=0 L=M dL=0 preo=M,emergencia,7,0.000000,4.3908,0.9992,0.00000,0.02541
c=A dc=- h=M dh=+ L=B dL=0 preo=B,emergencia,7,0.000000,4.2776,0.9734,2.13913,2.11272
c=A dc=0 h=M dh=- L=B dL=0 preo=A,emergencia,7,0.000000,4.3928,0.9996,0.00000,0.01867
c=A dc=+ h=M dh=0 L=M dL=- preo=A,emergencia,7,0.000000,4.3921,0.9995,0.00000,0.02100
c=A dc=+ h=A dh=0 L=M dL=+ preo=M,emergencia,7,0.000000,4.3942,0.9999,0.00000,0.00455
c=A dc=- h=B dh=+ L=B dL=0 preo=M,emergencia,7,0.000000,0.1921,0.0437,4.60093,8.44315
c=A dc=- h=B dh=0 L=M dL=+ preo=A,emergencia,7,0.000000,1.8202,0.4142,5.31197,5.26180
c=A dc=- h=M dh=0 L=B dL=- preo=A,emergencia,7,0.000000,4.3779,0.9962,1.06927,1.07374
c=M dc=+ h=A dh=- L=B dL=0 preo=B,emergencia,7,0.000000,1.4397,0.3276,5.70118,5.63079
c=M dc=0 h=B dh=+ L=B dL=+ preo=M,calma,7,0.000000,0.0100,0.0023,11.50904,11.37017
c=B dc=0 h=M dh=+ L=B dL=+ preo=A,calma,7,0.000000,2.8655,0.6521,4.39902,4.34471
c=B dc=0 h=B dh=0 L=A dL=- preo=M,calma,7,0.000000,0.0014,0.0003,13.64150,13.47597
c=M dc=+ h=B dh=+ L=M dL=0 preo=A,prop_rapida,6,0.000000,0.2513,0.0572,7.92513,7.82729
c=A dc=+ h=B dh=- L=M dL=+ preo=A,emergencia,6,0.000000,3.4963,0.7956,3.75187,3.71625
c=A dc=+ h=A dh=+ L=M dL=0 preo=M,emergencia,6,0.000000,4.2218,0.9607,2.38462,2.36273
c=A dc=- h=M dh=0 L=B dL=- preo=B,emergencia,6,0.000000,0.0339,0.0077,10.17718,10.05154
c=B dc=+ h=A dh=+ L=B dL=+ preo=M,emergencia,6,0.000000,0.5685,0.1294,6.94921,6.86530
c=A dc=- h=M dh=- L=M dL=- preo=B,emergencia,6,0.000000,0.0228,0.0052,10.61478,10.48374
c=A dc=0 h=B dh=+ L=A dL=- preo=A,emergencia,6,0.000000,4.3580,0.9917,1.48555,1.46721
c=A dc=0 h=B dh=+ L=M dL=0 preo=B,emergencia,6,0.000000,0.0052,0.0012,12.23131,12.08031
c=A dc=- h=M dh=0 L=M dL=0 preo=B,emergencia,6,0.000000,0.0253,0.0058,10.49272,10.36892
c=M dc=- h=A dh=0 L=M dL=0 preo=M,emergencia,6,0.000000,1.3602,0.3095,5.77870,5.71562
c=A dc=0 h=B dh=0 L=A dL=0 preo=M,emergencia,6,0.000000,1.2477,0.2839,5.90996,5.84003
c=M dc=+ h=M dh=0 L=M dL=- preo=A,prop_rapida,6,0.000000,0.6772,0.1541,6.73197,6.64886
c=A dc=0 h=M dh=0 L=A dL=0 preo=A,emergencia,6,0.000000,4.3924,0.9995,0.00000,0.01681
c=M dc=+ h=A dh=- L=M dL=0 preo=M,emergencia,6,0.000000,0.2157,0.0491,8.10152,8.00150
c=M dc=- h=B dh=- L=B dL=0 preo=A,calma,6,0.000000,0.7196,0.1637,6.65492,6.57276
c=M dc=- h=M dh=0 L=B dL=0 preo=B,calma,6,0.000000,0.0012,0.0003,13.76245,13.59254
c=A dc=- h=M dh=- L=B dL=0 preo=M,emergencia,6,0.000000,0.1853,0.0422,8.27373,8.17426
c=B dc=- h=B dh=+ L=B dL=0 preo=M,calma,6,0.000000,0.0005,0.0001,14.75643,14.57425
c=M dc=- h=B dh=+ L=B dL=+ preo=M,calma,6,0.000000,0.0674,0.0153,9.41640,9.30015
c=A dc=+ h=A dh=- L=M dL=0 preo=B,emergencia,6,0.000000,4.3937,0.9998,0.00000,0.00884
c=A dc=+ h=M dh=- L=M dL=0 preo=A,emergencia,6,0.000000,4.3926,0.9996,0.00000,0.01679
c=A dc=- h=M dh=0 L=A dL=0 preo=M,emergencia,6,0.000000,0.1508,0.0343,8.50828,8.40656
c=M dc=0 h=M dh=- L=B dL=0 preo=A,calma,6,0.000000,0.5484,0.1248,6.98787,6.90988
c=A dc=- h=B dh=0 L=B dL=0 preo=M,emergencia,6,0.000000,0.5908,0.1344,6.90088,6.81822
c=A dc=+ h=B dh=+ L=M dL=0 preo=M,emergencia,6,0.000000,0.1466,0.0334,8.54093,8.43798
c=M dc=- h=M dh=- L=B dL=0 preo=A,calma,6,0.000000,4.3489,0.9896,1.58688,1.57357
c=B dc=0 h=A dh=+ L=B dL=0 preo=M,emergencia,6,0.000000,0.9879,0.2248,5.61513,6.16413
c=A dc=- h=A dh=0 L=B dL=0 preo=M,emergencia,6,0.000000,4.3888,0.9987,0.00000,0.03361
c=M dc=0 h=B dh=+ L=A dL=0 preo=M,calma,6,0.000000,0.0922,0.0210,9.06260,8.95453
c=M dc=- h=M dh=0 L=B dL=0 preo=M,calma,6,0.000000,0.1325,0.0301,4.01813,9.66467
c=M dc=- h=A dh=+ L=M dL=0 preo=B,emergencia,5,0.000000,0.8450,0.1923,6.44699,6.36739
c=M dc=- h=A dh=+ L=B dL=+ preo=M,emergencia,5,0.000000,2.3392,0.5323,4.86292,4.80289
c=A dc=+ h=A dh=0 L=M dL=+ preo=B,emergencia,5,0.000000,4.3933,0.9997,0.03576,0.04670
c=A dc=+ h=B dh=0 L=M dL=0 preo=B,emergencia,5,0.000000,0.0043,0.0010,12.42352,12.27014
c=M dc=- h=B dh=+ L=B dL=+ preo=A,calma,5,0.000000,1.7115,0.3895,5.42325,5.36237
c=M dc=0 h=B dh=- L=A dL=- preo=M,calma,5,0.000000,0.0039,0.0009,12.52462,12.37000
c=A dc=0 h=M dh=- L=A dL=+ preo=A,emergencia,5,0.000000,4.3631,0.9929,1.38928,1.38269
c=A dc=+ h=A dh=0 L=A dL=+ preo=A,emergencia,5,0.000000,4.3591,0.9920,1.40758,1.41099
c=M dc=0 h=B dh=0 L=A dL=- preo=A,calma,5,0.000000,1.4697,0.3344,5.66975,5.59975
c=B dc=0 h=B dh=0 L=A dL=0 preo=M,calma,5,0.000000,0.0017,0.0004,13.42444,13.25871
c=A dc=0 h=M dh=- L=M dL=0 preo=B,emergencia,5,0.000000,0.0778,0.0177,9.25656,9.14229
c=M dc=0 h=B dh=0 L=A dL=- preo=M,calma,5,0.000000,0.0136,0.0031,11.18001,11.04198
c=A dc=+ h=A dh=+ L=A dL=- preo=A,emergencia,5,0.000000,4.3924,0.9995,0.00000,0.01408
c=M dc=0 h=B dh=0 L=A dL=0 preo=M,calma,5,0.000000,0.0326,0.0074,10.22016,10.09398
c=A dc=0 h=M dh=+ L=A dL=- preo=M,emergencia,5,0.000000,0.0219,0.0050,10.65915,10.52755
c=B dc=+ h=M dh=+ L=A dL=- preo=M,prop_lenta,5,0.000000,0.0144,0.0033,11.11680,10.97956
c=M dc=0 h=M dh=0 L=B dL=0 preo=A,calma,5,0.000000,0.4864,0.1107,7.13866,7.05421
c=M dc=0 h=M dh=0 L=M dL=- preo=A,calma,5,0.000000,2.2366,0.5090,4.95245,4.89131
c=M dc=0 h=A dh=- L=B dL=0 preo=M,emergencia,5,0.000000,0.2410,0.0549,7.97104,7.87515
c=M dc=0 h=A dh=- L=M dL=0 preo=M,emergencia,5,0.000000,0.4862,0.1106,7.14273,7.05455
c=A dc=0 h=A dh=+ L=A dL=+ preo=M,emergencia,5,0.000000,4.3056,0.9798,1.96428,1.94507
c=B dc=- h=M dh=+ L=B dL=+ preo=M,calma,5,0.000000,0.0546,0.0124,9.64978,9.53156
c=B dc=- h=B dh=0 L=A dL=0 preo=A,calma,5,0.000000,0.0348,0.0079,10.14852,10.02422
c=M dc=0 h=A dh=- L=A dL=0 preo=M,emergencia,5,0.000000,0.2455,0.0559,7.94964,7.85420
c=A dc=0 h=A dh=+ L=A dL=0 preo=B,emergencia,5,0.000000,3.1407,0.7147,4.13373,4.08937
c=A dc=+ h=B dh=0 L=M dL=0 preo=M,emergencia,5,0.000000,1.4995,0.3412,5.63260,5.56967
c=M dc=0 h=A dh=0 L=B dL=0 preo=M,emergencia,5,0.000000,1.5929,0.3625,5.54228,5.47621
c=A dc=+ h=A dh=0 L=B dL=+ preo=M,emergencia,5,0.000000,0.2734,0.0622,7.81652,7.73177
c=A dc=+ h=B dh=+ L=A dL=0 preo=B,emergencia,5,0.000000,0.0038,0.0009,12.55220,12.39723
c=A dc=+ h=B dh=+ L=A dL=+ preo=A,emergencia,5,0.000000,4.3265,0.9845,1.80204,1.78738
c=B dc=+ h=A dh=0 L=B dL=0 preo=M,emergencia,5,0.000000,0.7959,0.1811,6.52034,6.44498
c=B dc=- h=A dh=+ L=B dL=0 preo=M,emergencia,5,0.000000,0.0221,0.0050,10.64902,10.51755
c=A dc=0 h=A dh=- L=A dL=0 preo=A,emergencia,5,0.000000,4.3908,0.9992,0.17833,0.19349
c=M dc=0 h=M dh=- L=B dL=+ preo=A,calma,5,0.000000,1.5007,0.3415,5.63593,5.56814
c=A dc=+ h=A dh=+ L=A dL=+ preo=A,emergencia,5,0.000000,4.3929,0.9996,0.03845,0.05162
c=A dc=- h=M dh=0 L=B dL=0 preo=M,emergencia,5,0.000000,0.0408,0.0093,9.97178,9.84867
c=A dc=- h=B dh=- L=M dL=0 preo=A,emergencia,5,0.000000,4.3916,0.9993,0.49526,0.49828
c=A dc=- h=M dh=0 L=A dL=- preo=A,emergencia,5,0.000000,4.3936,0.9998,0.27470,0.27431
c=M dc=+ h=A dh=- L=A dL=0 preo=B,emergencia,5,0.000000,1.0855,0.2470,6.10958,6.03416
c=B dc=+ h=B dh=- L=A dL=0 preo=M,prop_lenta,5,0.000000,0.0105,0.0024,11.46121,11.31972
c=M dc=+ h=A dh=0 L=A dL=- preo=B,emergencia,5,0.000000,0.1266,0.0288,8.70985,8.60232
c=B dc=0 h=M dh=0 L=A dL=0 preo=M,calma,5,0.000000,0.0928,0.0211,4.43915,10.10867
c=A dc=- h=M dh=- L=M dL=0 preo=A,emergencia,5,0.000000,4.3929,0.9997,0.00000,0.01423
c=A dc=- h=M dh=0 L=B dL=0 preo=B,emergencia,5,0.000000,1.0660,0.2426,0.59394,6.62078
c=B dc=+ h=M dh=+ L=A dL=+ preo=A,prop_lenta,4,0.000000,0.7482,0.1703,6.60487,6.52333
c=A dc=0 h=A dh=- L=B dL=+ preo=M,emergencia,4,0.000000,4.3927,0.9996,0.00000,0.01041
c=A dc=+ h=A dh=0 L=B dL=+ preo=B,emergencia,4,0.000000,3.4651,0.7885,3.78659,3.75233
c=M dc=+ h=B dh=0 L=M dL=- preo=A,prop_rapida,4,0.000000,0.5353,0.1218,7.02502,6.93829
c=B dc=0 h=A dh=- L=B dL=+ preo=B,emergencia,4,0.000000,0.0282,0.0064,5.81191,11.53263
c=A dc=+ h=A dh=- L=A dL=0 preo=A,emergencia,4,0.000000,4.3931,0.9997,0.09366,0.10269
c=M dc=+ h=B dh=- L=M dL=- preo=A,prop_rapida,4,0.000000,0.1580,0.0360,8.45812,8.35370
c=B dc=- h=A dh=+ L=B dL=+ preo=B,emergencia,4,0.000000,0.0253,0.0058,10.49816,10.36855
c=A dc=+ h=A dh=- L=A dL=- preo=A,emergencia,4,0.000000,4.3923,0.9995,0.46042,0.45868
c=M dc=0 h=A dh=+ L=B dL=+ preo=M,emergencia,4,0.000000,1.5317,0.3485,5.60146,5.53714
c=A dc=- h=M dh=- L=A dL=- preo=A,emergencia,4,0.000000,4.3937,0.9998,0.00000,0.00913
c=M dc=0 h=A dh=0 L=A dL=0 preo=M,emergencia,4,0.000000,0.5144,0.1171,7.07398,6.98664
c=A dc=+ h=A dh=- L=A dL=+ preo=A,emergencia,4,0.000000,4.3929,0.9996,0.00000,0.01369
c=M dc=+ h=A dh=0 L=B dL=0 preo=M,emergencia,4,0.000000,0.2080,0.0473,8.14170,8.04315
c=B dc=+ h=A dh=+ L=A dL=0 preo=M,emergencia,4,0.000000,0.0681,0.0155,9.40541,9.28929
c=A dc=- h=M dh=0 L=A dL=0 preo=A,emergencia,4,0.000000,4.3916,0.9993,0.43857,0.44386
c=A dc=+ h=M dh=+ L=M dL=0 preo=A,emergencia,4,0.000000,4.3928,0.9996,0.00000,0.01340
c=M dc=+ h=A dh=0 L=A dL=0 preo=A,emergencia,4,0.000000,4.3931,0.9997,0.00000,0.01146
c=B dc=0 h=A dh=+ L=B dL=+ preo=M,emergencia,4,0.000000,4.1398,0.9420,2.66510,2.63642
c=A dc=+ h=B dh=0 L=A dL=- preo=B,emergencia,4,0.000000,0.0524,0.0119,9.69366,9.57635
c=A dc=- h=B dh=0 L=A dL=- preo=A,emergencia,4,0.000000,4.3721,0.9949,1.25512,1.24059
c=M dc=0 h=B dh=+ L=A dL=- preo=M,calma,4,0.000000,0.0057,0.0013,12.12319,11.97352
c=M dc=- h=B dh=- L=A dL=0 preo=A,calma,4,0.000000,3.4007,0.7739,3.86687,3.82330
c=A dc=+ h=B dh=+ L=M dL=0 preo=A,emergencia,4,0.000000,4.2851,0.9751,2.09428,2.07109
c=B dc=+ h=B dh=- L=A dL=0 preo=A,prop_lenta,4,0.000000,0.0136,0.0031,11.17559,11.04211
c=A dc=+ h=M dh=0 L=M dL=0 preo=B,emergencia,4,0.000000,0.1745,0.0397,8.34506,8.24203
c=M dc=0 h=M dh=- L=A dL=- preo=A,calma,4,0.000000,0.2135,0.0486,8.11323,8.01352
c=B dc=- h=M dh=0 L=B dL=0 preo=M,calma,4,0.000000,0.0820,0.0186,9.19818,9.08462
c=B dc=+ h=A dh=+ L=A dL=0 preo=B,emergencia,4,0.000000,0.0023,0.0005,13.10168,12.93993
c=B dc=- h=M dh=0 L=B dL=+ preo=M,calma,4,0.000000,0.3761,0.0856,7.44941,7.35963
c=B dc=+ h=M dh=0 L=A dL=- preo=M,prop_lenta,4,0.000000,0.0060,0.0014,9.81226,11.98729
c=M dc=- h=A dh=- L=M dL=0 preo=M,emergencia,4,0.000000,0.9151,0.2082,6.34166,6.26337
c=A dc=0 h=B dh=+ L=A dL=- preo=M,emergencia,4,0.000000,0.0629,0.0143,9.49406,9.37685
c=A dc=+ h=A dh=+ L=A dL=- preo=B,emergencia,4,0.000000,4.3908,0.9992,0.62436,0.61765
c=B dc=0 h=B dh=+ L=A dL=- preo=M,calma,4,0.000000,0.0014,0.0003,13.61794,13.44982
c=A dc=0 h=M dh=0 L=A dL=0 preo=M,emergencia,3,0.000000,0.7319,0.1665,6.63322,6.55133
c=M dc=0 h=A dh=- L=B dL=+ preo=M,emergencia,3,0.000000,2.5215,0.5738,4.70148,4.64624
c=A dc=+ h=B dh=- L=M dL=- preo=A,emergencia,3,0.000000,4.3893,0.9988,0.67945,0.67731
c=A dc=- h=M dh=0 L=A dL=- preo=B,emergencia,3,0.000000,3.3802,0.7692,3.89323,3.84516
c=M dc=- h=A dh=+ L=B dL=+ preo=B,emergencia,3,0.000000,4.3789,0.9965,1.06223,1.05823
c=M dc=+ h=M dh=0 L=M dL=0 preo=A,prop_rapida,3,0.000000,1.8126,0.4125,5.33328,5.26743
c=A dc=+ h=B dh=- L=M dL=0 preo=A,emergencia,3,0.000000,1.6375,0.3726,5.49838,5.43274
c=A dc=0 h=B dh=- L=A dL=0 preo=M,emergencia,3,0.000000,0.0376,0.0086,10.06267,9.93844
c=M dc=0 h=A dh=0 L=B dL=+ preo=M,emergencia,3,0.000000,3.8534,0.8769,3.27294,3.23556
c=B dc=+ h=A dh=0 L=B dL=+ preo=M,emergencia,3,0.000000,3.6573,0.8323,3.56268,3.51870
c=B dc=+ h=A dh=0 L=B dL=+ preo=B,emergencia,3,0.000000,0.2955,0.0672,2.77688,9.04358
c=M dc=0 h=A dh=+ L=B dL=0 preo=B,emergencia,3,0.000000,0.2909,0.0662,7.75448,7.65874
c=M dc=0 h=A dh=+ L=B dL=0 preo=M,emergencia,3,0.000000,0.1540,0.0350,8.48521,8.38309
c=M dc=+ h=M dh=- L=A dL=0 preo=M,prop_rapida,3,0.000000,0.0490,0.0111,9.77108,9.65045
c=A dc=0 h=B dh=- L=M dL=- preo=A,emergencia,3,0.000000,4.2441,0.9658,2.29490,2.27186
c=A dc=+ h=B dh=- L=A dL=- preo=B,emergencia,3,0.000000,0.0094,0.0021,11.57502,11.43211
c=A dc=- h=M dh=0 L=A dL=0 preo=B,emergencia,3,0.000000,0.0636,0.0145,9.47913,9.36470
c=B dc=0 h=M dh=+ L=A dL=0 preo=M,calma,3,0.000000,0.0076,0.0017,11.81409,11.66824
c=B dc=- h=A dh=- L=B dL=+ preo=B,emergencia,3,0.000000,0.0147,0.0033,11.09484,10.95786
c=A dc=- h=M dh=- L=A dL=0 preo=M,emergencia,3,0.000000,0.2365,0.0538,7.99566,7.89694
c=M dc=+ h=M dh=0 L=A dL=- preo=M,prop_rapida,3,0.000000,0.0539,0.0123,9.66445,9.54513
c=B dc=+ h=B dh=0 L=A dL=- preo=M,prop_lenta,3,0.000000,0.0319,0.0073,10.24448,10.11801
c=A dc=- h=B dh=0 L=M dL=0 preo=A,emergencia,3,0.000000,4.3933,0.9997,0.00000,0.01029
c=M dc=0 h=M dh=0 L=A dL=- preo=A,calma,3,0.000000,4.3781,0.9963,1.10524,1.09619
c=A dc=0 h=M dh=- L=M dL=0 preo=A,emergencia,3,0.000000,4.3636,0.9930,1.39185,1.38019
c=A dc=0 h=B dh=+ L=A dL=+ preo=A,emergencia,3,0.000000,4.3406,0.9877,1.68336,1.66503
c=A dc=- h=B dh=- L=A dL=0 preo=A,emergencia,3,0.000000,4.3931,0.9997,0.00000,0.01046
c=A dc=+ h=A dh=+ L=A dL=0 preo=B,emergencia,3,0.000000,4.3933,0.9997,0.38134,0.37663
c=M dc=- h=B dh=0 L=B dL=+ preo=A,calma,3,0.000000,0.5111,0.1163,7.08183,6.99440
c=M dc=- h=A dh=- L=B dL=0 preo=M,emergencia,3,0.000000,3.7437,0.8519,3.43955,3.40124
c=M dc=0 h=B dh=+ L=A dL=0 preo=A,calma,3,0.000000,4.1994,0.9556,2.47865,2.44805
c=B dc=- h=A dh=+ L=B dL=+ preo=M,emergencia,3,0.000000,0.1583,0.0360,8.45625,8.35185
c=A dc=- h=M dh=- L=A dL=- preo=M,emergencia,3,0.000000,0.1778,0.0405,8.32344,8.22068
c=A dc=0 h=M dh=+ L=A dL=0 preo=M,emergencia,3,0.000000,0.2207,0.0502,8.07540,7.97570
c=B dc=- h=B dh=0 L=B dL=+ preo=M,calma,3,0.000000,0.0060,0.0014,12.06227,11.91335
c=A dc=0 h=A dh=- L=M dL=0 preo=M,emergencia,3,0.000000,4.3888,0.9987,0.71838,0.71498
c=M dc=+ h=B dh=- L=A dL=+ preo=A,prop_rapida,3,0.000000,0.1224,0.0279,8.74316,8.64025
c=M dc=+ h=B dh=0 L=A dL=+ preo=A,prop_rapida,3,0.000000,1.3699,0.3117,5.77578,5.70447
c=M dc=- h=A dh=+ L=B dL=0 preo=M,emergencia,3,0.000000,4.3620,0.9926,1.40182,1.39367
c=A dc=0 h=A dh=- L=A dL=- preo=M,emergencia,3,0.000000,4.3931,0.9997,0.00000,0.01060
c=A dc=0 h=A dh=- L=B dL=0 preo=B,emergencia,3,0.000000,4.3935,0.9998,0.13554,0.14078
c=A dc=- h=M dh=0 L=B dL=+ preo=A,emergencia,3,0.000000,4.3940,0.9999,0.00000,0.00625
c=A dc=0 h=A dh=- L=B dL=0 preo=M,emergencia,3,0.000000,4.3892,0.9988,0.00000,0.02443
c=A dc=- h=M dh=0 L=M dL=- preo=A,emergencia,3,0.000000,4.3920,0.9994,0.00000,0.01435
c=B dc=+ h=M dh=+ L=A dL=0 preo=M,prop_lenta,2,0.000000,0.1388,0.0316,8.60487,8.49864
c=M dc=0 h=B dh=+ L=M dL=0 preo=A,calma,2,0.000000,3.8727,0.8813,3.24409,3.20404
c=A dc=+ h=B dh=0 L=M dL=- preo=A,emergencia,2,0.000000,4.3940,0.9999,0.24110,0.23812
c=A dc=- h=B dh=0 L=B dL=- preo=A,emergencia,2,0.000000,3.9271,0.8937,3.14577,3.11010
c=M dc=- h=A dh=0 L=B dL=+ preo=B,emergencia,2,0.000000,1.1699,0.2662,5.99885,5.93213
c=M dc=+ h=M dh=0 L=A dL=+ preo=A,prop_rapida,2,0.000000,4.3909,0.9992,0.57380,0.57085
c=A dc=+ h=M dh=0 L=M dL=0 preo=A,emergencia,2,0.000000,4.3940,0.9999,0.00000,0.00497
c=A dc=0 h=B dh=+ L=A dL=0 preo=M,emergencia,2,0.000000,4.1235,0.9384,2.71567,2.68215
c=M dc=0 h=M dh=0 L=A dL=0 preo=A,calma,2,0.000000,4.2207,0.9605,2.39907,2.36946
c=A dc=0 h=M dh=+ L=A dL=- preo=A,emergencia,2,0.000000,4.3922,0.9995,0.48704,0.48338
c=B dc=- h=A dh=- L=B dL=0 preo=B,emergencia,2,0.000000,0.2914,0.0663,7.75238,7.65667
c=B dc=+ h=B dh=0 L=A dL=0 preo=M,prop_lenta,2,0.000000,0.0275,0.0062,10.40902,10.28051
c=A dc=- h=B dh=0 L=M dL=0 preo=M,emergencia,2,0.000000,2.1591,0.4913,5.01758,4.95870
c=A dc=- h=B dh=- L=B dL=- preo=A,emergencia,2,0.000000,4.3938,0.9999,0.00000,0.00594
c=A dc=+ h=B dh=0 L=M dL=0 preo=A,emergencia,2,0.000000,4.3940,0.9999,0.00000,0.00525
c=A dc=0 h=M dh=+ L=A dL=0 preo=B,emergencia,2,0.000000,1.6264,0.3701,5.51142,5.44338
c=M dc=+ h=A dh=+ L=A dL=0 preo=M,emergencia,2,0.000000,0.2620,0.0596,7.87658,7.77934
c=M dc=- h=B dh=- L=M dL=0 preo=A,calma,2,0.000000,0.2396,0.0545,7.98031,7.88178
c=M dc=0 h=M dh=0 L=B dL=+ preo=A,calma,2,0.000000,4.1982,0.9553,2.48307,2.45241
c=B dc=- h=B dh=0 L=B dL=0 preo=M,calma,2,0.000000,0.0106,0.0024,11.45283,11.31144
c=M dc=+ h=B dh=+ L=A dL=- preo=M,prop_rapida,2,0.000000,2.0603,0.4688,5.10799,5.04493
c=A dc=- h=B dh=- L=M dL=- preo=A,emergencia,2,0.000000,4.3163,0.9822,1.89580,1.87240
c=M dc=- h=B dh=0 L=A dL=0 preo=A,calma,2,0.000000,3.8323,0.8721,3.30999,3.26913
c=B dc=0 h=B dh=+ L=A dL=0 preo=M,calma,2,0.000000,0.0196,0.0045,10.77642,10.64338
c=M dc=- h=B dh=0 L=A dL=- preo=A,calma,2,0.000000,2.5825,0.5877,4.65086,4.59345
c=A dc=+ h=M dh=- L=M dL=0 preo=B,emergencia,2,0.000000,0.2176,0.0495,8.09141,7.99152
c=M dc=- h=B dh=0 L=M dL=0 preo=A,calma,2,0.000000,4.3937,0.9998,0.00000,0.00654
c=A dc=- h=A dh=- L=B dL=+ preo=M,emergencia,2,0.000000,4.3919,0.9994,0.00000,0.01342
c=M dc=- h=B dh=0 L=B dL=+ preo=M,calma,2,0.000000,0.0333,0.0076,10.19813,10.07223
c=A dc=- h=M dh=- L=A dL=0 preo=A,emergencia,2,0.000000,4.3940,0.9999,0.00000,0.00479
c=B dc=+ h=B dh=- L=A dL=- preo=A,prop_lenta,2,0.000000,2.9117,0.6626,4.35679,4.30301
c=M dc=- h=B dh=0 L=B dL=0 preo=M,calma,2,0.000000,2.1274,0.4841,5.04841,4.98609
c=A dc=+ h=M dh=- L=A dL=+ preo=A,emergencia,2,0.000000,4.3938,0.9999,0.00000,0.00609
c=A dc=- h=A dh=- L=B dL=0 preo=M,emergencia,2,0.000000,4.3914,0.9993,0.00000,0.01458
c=A dc=0 h=M dh=- L=M dL=- preo=A,emergencia,2,0.000000,4.3938,0.9999,0.00000,0.00615
c=M dc=+ h=A dh=- L=A dL=- preo=M,emergencia,2,0.000000,2.5821,0.5876,4.65114,4.59372
c=M dc=- h=A dh=0 L=B dL=+ preo=M,emergencia,2,0.000000,3.9706,0.9035,3.06725,3.02938
c=A dc=0 h=B dh=+ L=A dL=0 preo=A,emergencia,2,0.000000,4.1706,0.9491,2.57293,2.54392
c=B dc=- h=M dh=+ L=B dL=+ preo=A,calma,2,0.000000,3.0226,0.6878,4.25362,4.20110
c=M dc=0 h=A dh=- L=B dL=0 preo=B,emergencia,2,0.000000,4.3371,0.9870,1.72128,1.70003
c=M dc=+ h=M dh=+ L=A dL=+ preo=A,prop_rapida,2,0.000000,4.3827,0.9973,0.95427,0.94872
c=M dc=- h=M dh=+ L=B dL=0 preo=A,calma,2,0.000000,1.9989,0.4549,5.16021,5.09937
c=B dc=0 h=A dh=- L=B dL=0 preo=B,emergencia,2,0.000000,0.0411,0.0094,9.96374,9.84073
c=A dc=0 h=B dh=- L=A dL=- preo=M,emergencia,2,0.000000,0.1535,0.0349,8.49128,8.38645
c=A dc=0 h=B dh=- L=M dL=0 preo=A,emergencia,2,0.000000,2.2184,0.5048,4.96624,4.90714
c=M dc=- h=A dh=0 L=B dL=- preo=B,emergencia,2,0.000000,1.2015,0.2734,5.96689,5.89323
c=B dc=+ h=M dh=0 L=A dL=0 preo=M,prop_lenta,2,0.000000,0.0414,0.0094,9.95600,9.83309
c=M dc=0 h=A dh=- L=B dL=+ preo=B,emergencia,2,0.000000,0.6104,0.1389,6.86249,6.77777
c=A dc=+ h=A dh=0 L=A dL=0 preo=B,emergencia,2,0.000000,4.3856,0.9980,0.88373,0.87557
c=A dc=- h=M dh=- L=A dL=- preo=B,emergencia,2,0.000000,0.9939,0.2262,6.22852,6.15376
c=B dc=+ h=M dh=0 L=A dL=+ preo=A,prop_lenta,2,0.000000,0.2975,0.0677,7.72837,7.63296
c=A dc=+ h=A dh=0 L=M dL=0 preo=M,emergencia,2,0.000000,4.3931,0.9997,0.00000,0.00885
c=A dc=+ h=A dh=0 L=A dL=- preo=A,emergencia,2,0.000000,4.3944,1.0000,0.00000,0.00104
c=A dc=+ h=A dh=- L=M dL=0 preo=M,emergencia,2,0.000000,4.3912,0.9993,0.59621,0.58885
c=M dc=0 h=A dh=0 L=M dL=0 preo=M,emergencia,2,0.000000,2.3035,0.5242,4.89404,4.83362
c=A dc=0 h=A dh=+ L=A dL=0 preo=M,emergencia,2,0.000000,4.3913,0.9993,0.52464,0.52288
c=B dc=+ h=B dh=+ L=A dL=- preo=M,prop_lenta,2,0.000000,0.0401,0.0091,9.99302,9.86965
c=M dc=0 h=M dh=+ L=A dL=- preo=A,calma,2,0.000000,2.1721,0.4943,5.00698,4.94734
c=B dc=- h=B dh=0 L=A dL=- preo=A,calma,2,0.000000,1.3524,0.3078,5.79489,5.72335
c=B dc=+ h=M dh=0 L=A dL=- preo=A,prop_lenta,2,0.000000,1.0114,0.2302,6.20677,6.13014
c=B dc=+ h=M dh=0 L=M dL=0 preo=A,prop_lenta,2,0.000000,3.7122,0.8448,3.48827,3.44520
c=M dc=- h=A dh=0 L=M dL=0 preo=B,emergencia,2,0.000000,4.3485,0.9895,1.59812,1.58130
c=M dc=+ h=M dh=- L=A dL=0 preo=A,prop_rapida,2,0.000000,3.1431,0.7152,4.13774,4.08665
c=A dc=+ h=A dh=- L=A dL=- preo=B,emergencia,2,0.000000,3.8777,0.8824,3.22659,3.19561
c=B dc=0 h=M dh=+ L=A dL=0 preo=A,calma,2,0.000000,4.3941,0.9999,0.00000,0.00431
