estado,fase,mejor_accion,work,school,ptrans,conf,coste,Q_max,visitas
c=A dc=0 h=M dh=+ L=A dL=- preo=A,emergencia,"(0, 0, 1, 1)",0,0,1,1,3.0,0.4870,2
c=A dc=0 h=M dh=+ L=A dL=0 preo=B,emergencia,"(0, 0, 1, 2)",0,0,1,2,5.0,5.5114,2
c=A dc=0 h=M dh=+ L=A dL=0 preo=M,emergencia,"(1, 0, 2, 0)",1,0,2,0,3.0,8.0754,3
c=A dc=0 h=M dh=+ L=A dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=0 h=M dh=+ L=A dL=+ preo=B,emergencia,"(1, 0, 0, 1)",1,0,0,1,3.0,11.7356,480
c=A dc=0 h=M dh=+ L=A dL=+ preo=M,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,11.0107,177
c=A dc=0 h=M dh=+ L=A dL=+ preo=A,emergencia,"(1, 0, 0, 0)",1,0,0,0,1.0,2.6436,11
c=A dc=0 h=A dh=- L=B dL=- preo=B,emergencia,"(0, 1, 0, 0)",0,1,0,0,1.0,1.7991,72
c=A dc=0 h=A dh=- L=B dL=- preo=M,emergencia,"(2, 0, 0, 2)",2,0,0,2,6.0,2.8278,17
c=A dc=0 h=A dh=- L=B dL=- preo=A,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,0.8677,319
c=A dc=0 h=A dh=- L=B dL=0 preo=B,emergencia,"(1, 0, 2, 1)",1,0,2,1,5.0,0.1355,3
c=A dc=0 h=A dh=- L=B dL=0 preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,3
c=A dc=0 h=A dh=- L=B dL=0 preo=A,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,-0.1561,129
c=A dc=0 h=A dh=- L=B dL=+ preo=B,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,0.0818,12
c=A dc=0 h=A dh=- L=B dL=+ preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,4
c=A dc=0 h=A dh=- L=B dL=+ preo=A,emergencia,"(0, 2, 0, 1)",0,2,0,1,4.0,-0.5273,192
c=A dc=0 h=A dh=- L=M dL=- preo=B,emergencia,"(2, 2, 0, 1)",2,2,0,1,6.0,4.9552,40
c=A dc=0 h=A dh=- L=M dL=- preo=M,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,2.2440,12
c=A dc=0 h=A dh=- L=M dL=- preo=A,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,0.8463,137
c=A dc=0 h=A dh=- L=M dL=0 preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,7
c=A dc=0 h=A dh=- L=M dL=0 preo=M,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,0.7184,3
c=A dc=0 h=A dh=- L=M dL=0 preo=A,emergencia,"(2, 2, 0, 1)",2,2,0,1,6.0,-0.2456,94
c=A dc=0 h=A dh=- L=M dL=+ preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,1.7282,29
c=A dc=0 h=A dh=- L=M dL=+ preo=M,emergencia,"(2, 0, 0, 0)",2,0,0,0,2.0,4.7766,13
c=A dc=0 h=A dh=- L=M dL=+ preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,0.1095,222
c=A dc=0 h=A dh=- L=A dL=- preo=B,emergencia,"(2, 0, 2, 0)",2,0,2,0,4.0,0.5776,15
c=A dc=0 h=A dh=- L=A dL=- preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,3
c=A dc=0 h=A dh=- L=A dL=- preo=A,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,1.6735,13
c=A dc=0 h=A dh=- L=A dL=0 preo=B,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,7.2071,12
c=A dc=0 h=A dh=- L=A dL=0 preo=M,emergencia,"(2, 1, 0, 0)",2,1,0,0,3.0,1.9736,1
c=A dc=0 h=A dh=- L=A dL=0 preo=A,emergencia,"(1, 1, 1, 0)",1,1,1,0,3.0,0.1783,5
c=A dc=0 h=A dh=- L=A dL=+ preo=B,emergencia,"(1, 1, 1, 1)",1,1,1,1,5.0,2.3057,53
c=A dc=0 h=A dh=- L=A dL=+ preo=M,emergencia,"(1, 2, 2, 0)",1,2,2,0,5.0,5.9439,9
c=A dc=0 h=A dh=- L=A dL=+ preo=A,emergencia,"(1, 0, 0, 0)",1,0,0,0,1.0,0.4603,36
c=A dc=0 h=A dh=0 L=B dL=- preo=B,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,0.5148,3405
c=A dc=0 h=A dh=0 L=B dL=- preo=M,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,0.1044,326
c=A dc=0 h=A dh=0 L=B dL=- preo=A,emergencia,"(0, 2, 2, 2)",0,2,2,2,8.0,-0.0411,4486
c=A dc=0 h=A dh=0 L=B dL=0 preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,0.5013,548
c=A dc=0 h=A dh=0 L=B dL=0 preo=M,emergencia,"(0, 0, 0, 1)",0,0,0,1,2.0,0.0000,45
c=A dc=0 h=A dh=0 L=B dL=0 preo=A,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,-0.0171,811
c=A dc=0 h=A dh=0 L=B dL=+ preo=B,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,0.4225,709
c=A dc=0 h=A dh=0 L=B dL=+ preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,59
c=A dc=0 h=A dh=0 L=B dL=+ preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,0.1372,958
c=A dc=0 h=A dh=0 L=M dL=- preo=B,emergencia,"(1, 0, 2, 2)",1,0,2,2,7.0,0.3592,1206
c=A dc=0 h=A dh=0 L=M dL=- preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,84
c=A dc=0 h=A dh=0 L=M dL=- preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,0.4503,1665
c=A dc=0 h=A dh=0 L=M dL=0 preo=B,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,1.3779,594
c=A dc=0 h=A dh=0 L=M dL=0 preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,41
c=A dc=0 h=A dh=0 L=M dL=0 preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,0.2216,781
c=A dc=0 h=A dh=0 L=M dL=+ preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,0.6922,1773
c=A dc=0 h=A dh=0 L=M dL=+ preo=M,emergencia,"(1, 1, 2, 2)",1,1,2,2,8.0,-0.0240,132
c=A dc=0 h=A dh=0 L=M dL=+ preo=A,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,0.1063,2267
c=A dc=0 h=A dh=0 L=A dL=- preo=B,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,0.5553,235
c=A dc=0 h=A dh=0 L=A dL=- preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,23
c=A dc=0 h=A dh=0 L=A dL=- preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,0.3977,335
c=A dc=0 h=A dh=0 L=A dL=0 preo=B,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,2.1087,296
c=A dc=0 h=A dh=0 L=A dL=0 preo=M,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,0.4909,23
c=A dc=0 h=A dh=0 L=A dL=0 preo=A,emergencia,"(2, 1, 0, 2)",2,1,0,2,7.0,0.2169,371
c=A dc=0 h=A dh=0 L=A dL=+ preo=B,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,0.8256,2372
c=A dc=0 h=A dh=0 L=A dL=+ preo=M,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,0.5657,192
c=A dc=0 h=A dh=0 L=A dL=+ preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,0.2031,3054
c=A dc=0 h=A dh=+ L=B dL=- preo=B,emergencia,"(0, 2, 1, 2)",0,2,1,2,7.0,0.8301,384
c=A dc=0 h=A dh=+ L=B dL=- preo=M,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,1.7022,147
c=A dc=0 h=A dh=+ L=B dL=- preo=A,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,0.2258,646
c=A dc=0 h=A dh=+ L=B dL=0 preo=B,emergencia,"(1, 1, 1, 1)",1,1,1,1,5.0,0.3707,44
c=A dc=0 h=A dh=+ L=B dL=0 preo=M,emergencia,"(2, 0, 0, 2)",2,0,0,2,6.0,3.9886,17
c=A dc=0 h=A dh=+ L=B dL=0 preo=A,emergencia,"(1, 1, 2, 2)",1,1,2,2,8.0,-0.2184,125
c=A dc=0 h=A dh=+ L=B dL=+ preo=B,emergencia,"(1, 2, 0, 1)",1,2,0,1,5.0,0.0372,51
c=A dc=0 h=A dh=+ L=B dL=+ preo=M,emergencia,"(1, 1, 2, 2)",1,1,2,2,8.0,2.1480,26
c=A dc=0 h=A dh=+ L=B dL=+ preo=A,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,0.2656,162
c=A dc=0 h=A dh=+ L=M dL=- preo=B,emergencia,"(1, 0, 0, 0)",1,0,0,0,1.0,2.2057,134
c=A dc=0 h=A dh=+ L=M dL=- preo=M,emergencia,"(1, 2, 1, 2)",1,2,1,2,8.0,3.4756,47
c=A dc=0 h=A dh=+ L=M dL=- preo=A,emergencia,"(0, 2, 1, 2)",0,2,1,2,7.0,0.6403,245
c=A dc=0 h=A dh=+ L=M dL=0 preo=B,emergencia,"(1, 0, 2, 0)",1,0,2,0,3.0,0.7495,32
c=A dc=0 h=A dh=+ L=M dL=0 preo=M,emergencia,"(0, 0, 0, 1)",0,0,0,1,2.0,1.1409,8
c=A dc=0 h=A dh=+ L=M dL=0 preo=A,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,0.7450,98
c=A dc=0 h=A dh=+ L=M dL=+ preo=B,emergencia,"(1, 1, 2, 0)",1,1,2,0,4.0,2.1942,58
c=A dc=0 h=A dh=+ L=M dL=+ preo=M,emergencia,"(1, 0, 1, 0)",1,0,1,0,2.0,1.3168,28
c=A dc=0 h=A dh=+ L=M dL=+ preo=A,emergencia,"(1, 2, 0, 2)",1,2,0,2,7.0,-0.3570,190
c=A dc=0 h=A dh=+ L=A dL=- preo=B,emergencia,"(1, 0, 2, 1)",1,0,2,1,5.0,2.6274,19
c=A dc=0 h=A dh=+ L=A dL=- preo=M,emergencia,"(2, 1, 2, 0)",2,1,2,0,5.0,0.0535,14
c=A dc=0 h=A dh=+ L=A dL=- preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,0.4675,45
c=A dc=0 h=A dh=+ L=A dL=0 preo=B,emergencia,"(0, 2, 0, 0)",0,2,0,0,2.0,4.1337,5
c=A dc=0 h=A dh=+ L=A dL=0 preo=M,emergencia,"(2, 1, 1, 1)",2,1,1,1,6.0,0.5246,2
c=A dc=0 h=A dh=+ L=A dL=0 preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,1.6417,36
c=A dc=0 h=A dh=+ L=A dL=+ preo=B,emergencia,"(1, 2, 0, 0)",1,2,0,0,3.0,0.5727,50
c=A dc=0 h=A dh=+ L=A dL=+ preo=M,emergencia,"(1, 0, 0, 1)",1,0,0,1,3.0,1.9643,5
c=A dc=0 h=A dh=+ L=A dL=+ preo=A,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,1.3947,18
c=A dc=+ h=B dh=- L=B dL=- preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,16.0868,83769
c=A dc=+ h=B dh=- L=B dL=- preo=M,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,10.0416,3504
c=A dc=+ h=B dh=- L=B dL=- preo=A,emergencia,"(0, 2, 2, 1)",0,2,2,1,6.0,8.5302,55
c=A dc=+ h=B dh=- L=B dL=0 preo=B,emergencia,"(1, 1, 2, 0)",1,1,2,0,4.0,11.7002,1007
c=A dc=+ h=B dh=- L=B dL=0 preo=M,emergencia,"(2, 0, 1, 1)",2,0,1,1,5.0,10.3872,122
c=A dc=+ h=B dh=- L=B dL=0 preo=A,emergencia,"(0, 2, 0, 2)",0,2,0,2,6.0,5.4292,9
c=A dc=+ h=B dh=- L=B dL=+ preo=B,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,15.1347,6122
c=A dc=+ h=B dh=- L=B dL=+ preo=M,emergencia,"(2, 0, 0, 0)",2,0,0,0,2.0,8.0693,137
c=A dc=+ h=B dh=- L=B dL=+ preo=A,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,7.4005,24
c=A dc=+ h=B dh=- L=M dL=- preo=B,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,14.8658,169
c=A dc=+ h=B dh=- L=M dL=- preo=M,emergencia,"(1, 0, 2, 0)",1,0,2,0,3.0,9.2503,74
c=A dc=+ h=B dh=- L=M dL=- preo=A,emergencia,"(1, 0, 2, 0)",1,0,2,0,3.0,0.6795,3
c=A dc=+ h=B dh=- L=M dL=0 preo=B,emergencia,"(2, 1, 0, 2)",2,1,0,2,7.0,13.5917,14
c=A dc=+ h=B dh=- L=M dL=0 preo=M,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,7.3362,20
c=A dc=+ h=B dh=- L=M dL=0 preo=A,emergencia,"(0, 0, 2, 2)",0,0,2,2,6.0,5.4984,3
c=A dc=+ h=B dh=- L=M dL=+ preo=B,emergencia,"(1, 0, 1, 1)",1,0,1,1,4.0,13.1725,1519
c=A dc=+ h=B dh=- L=M dL=+ preo=M,emergencia,"(1, 0, 2, 2)",1,0,2,2,7.0,10.2521,201
c=A dc=+ h=B dh=- L=M dL=+ preo=A,emergencia,"(0, 2, 0, 2)",0,2,0,2,6.0,3.7519,6
c=A dc=+ h=B dh=- L=A dL=- preo=B,emergencia,"(0, 0, 2, 1)",0,0,2,1,4.0,11.5750,3
c=A dc=+ h=B dh=- L=A dL=- preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=- L=A dL=- preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=- L=A dL=0 preo=B,emergencia,"(2, 1, 0, 0)",2,1,0,0,3.0,6.6221,1
c=A dc=+ h=B dh=- L=A dL=0 preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=- L=A dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=- L=A dL=+ preo=B,emergencia,"(0, 1, 0, 1)",0,1,0,1,3.0,13.0141,236
c=A dc=+ h=B dh=- L=A dL=+ preo=M,emergencia,"(1, 1, 1, 0)",1,1,1,0,3.0,8.7299,35
c=A dc=+ h=B dh=- L=A dL=+ preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=0 L=B dL=- preo=B,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,15.6223,55635
c=A dc=+ h=B dh=0 L=B dL=- preo=M,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,12.0259,1114
c=A dc=+ h=B dh=0 L=B dL=- preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,5.5580,36
c=A dc=+ h=B dh=0 L=B dL=0 preo=B,emergencia,"(1, 0, 2, 1)",1,0,2,1,5.0,11.9360,532
c=A dc=+ h=B dh=0 L=B dL=0 preo=M,emergencia,"(0, 2, 0, 1)",0,2,0,1,4.0,6.8566,32
c=A dc=+ h=B dh=0 L=B dL=0 preo=A,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,5.1781,11
c=A dc=+ h=B dh=0 L=B dL=+ preo=B,emergencia,"(1, 1, 1, 1)",1,1,1,1,5.0,12.5307,2879
c=A dc=+ h=B dh=0 L=B dL=+ preo=M,emergencia,"(0, 1, 0, 2)",0,1,0,2,5.0,7.8663,32
c=A dc=+ h=B dh=0 L=B dL=+ preo=A,emergencia,"(0, 2, 1, 2)",0,2,1,2,7.0,6.5281,14
c=A dc=+ h=B dh=0 L=M dL=- preo=B,emergencia,"(0, 0, 1, 0)",0,0,1,0,1.0,14.3537,97
c=A dc=+ h=B dh=0 L=M dL=- preo=M,emergencia,"(1, 1, 0, 0)",1,1,0,0,2.0,8.6942,35
c=A dc=+ h=B dh=0 L=M dL=- preo=A,emergencia,"(1, 1, 0, 2)",1,1,0,2,6.0,0.2411,2
c=A dc=+ h=B dh=0 L=M dL=0 preo=B,emergencia,"(0, 2, 0, 0)",0,2,0,0,2.0,12.4235,5
c=A dc=+ h=B dh=0 L=M dL=0 preo=M,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,5.6326,5
c=A dc=+ h=B dh=0 L=M dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,2
c=A dc=+ h=B dh=0 L=M dL=+ preo=B,emergencia,"(2, 2, 0, 1)",2,2,0,1,6.0,13.6248,782
c=A dc=+ h=B dh=0 L=M dL=+ preo=M,emergencia,"(1, 1, 1, 2)",1,1,1,2,7.0,11.1896,72
c=A dc=+ h=B dh=0 L=M dL=+ preo=A,emergencia,"(1, 0, 1, 2)",1,0,1,2,6.0,5.1048,7
c=A dc=+ h=B dh=0 L=A dL=- preo=B,emergencia,"(2, 0, 1, 0)",2,0,1,0,3.0,9.6937,4
c=A dc=+ h=B dh=0 L=A dL=- preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=0 L=A dL=- preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=0 L=A dL=0 preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=0 L=A dL=0 preo=M,emergencia,"(2, 1, 0, 0)",2,1,0,0,3.0,5.8866,1
c=A dc=+ h=B dh=0 L=A dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=0 L=A dL=+ preo=B,emergencia,"(2, 2, 1, 0)",2,2,1,0,5.0,14.0459,95
c=A dc=+ h=B dh=0 L=A dL=+ preo=M,emergencia,"(1, 0, 2, 0)",1,0,2,0,3.0,8.6202,9
c=A dc=+ h=B dh=0 L=A dL=+ preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,1
c=A dc=+ h=B dh=+ L=B dL=- preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,15.7570,114824
c=A dc=+ h=B dh=+ L=B dL=- preo=M,emergencia,"(2, 1, 0, 2)",2,1,0,2,7.0,8.8503,1926
c=A dc=+ h=B dh=+ L=B dL=- preo=A,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,3.8776,931
c=A dc=+ h=B dh=+ L=B dL=0 preo=B,emergencia,"(1, 0, 2, 1)",1,0,2,1,5.0,11.8650,969
c=A dc=+ h=B dh=+ L=B dL=0 preo=M,emergencia,"(2, 2, 2, 0)",2,2,2,0,6.0,9.1134,62
c=A dc=+ h=B dh=+ L=B dL=0 preo=A,emergencia,"(1, 2, 0, 2)",1,2,0,2,7.0,6.8912,68
c=A dc=+ h=B dh=+ L=B dL=+ preo=B,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,14.9726,4527
c=A dc=+ h=B dh=+ L=B dL=+ preo=M,emergencia,"(2, 2, 0, 0)",2,2,0,0,4.0,8.2251,44
c=A dc=+ h=B dh=+ L=B dL=+ preo=A,emergencia,"(1, 1, 2, 1)",1,1,2,1,6.0,3.2457,56
c=A dc=+ h=B dh=+ L=M dL=- preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,15.4153,185
c=A dc=+ h=B dh=+ L=M dL=- preo=M,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,12.1317,55
c=A dc=+ h=B dh=+ L=M dL=- preo=A,emergencia,"(2, 0, 2, 0)",2,0,2,0,4.0,0.1211,26
c=A dc=+ h=B dh=+ L=M dL=0 preo=B,emergencia,"(1, 1, 1, 1)",1,1,1,1,5.0,12.7794,11
c=A dc=+ h=B dh=+ L=M dL=0 preo=M,emergencia,"(1, 1, 2, 0)",1,1,2,0,4.0,8.5409,6
c=A dc=+ h=B dh=+ L=M dL=0 preo=A,emergencia,"(0, 2, 2, 2)",0,2,2,2,8.0,2.0943,4
c=A dc=+ h=B dh=+ L=M dL=+ preo=B,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,15.0787,1427
c=A dc=+ h=B dh=+ L=M dL=+ preo=M,emergencia,"(0, 2, 1, 2)",0,2,1,2,7.0,10.3140,101
c=A dc=+ h=B dh=+ L=M dL=+ preo=A,emergencia,"(0, 2, 2, 0)",0,2,2,0,4.0,1.9023,56
c=A dc=+ h=B dh=+ L=A dL=- preo=B,emergencia,"(0, 2, 2, 0)",0,2,2,0,4.0,13.1656,10
c=A dc=+ h=B dh=+ L=A dL=- preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=+ L=A dL=- preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=+ L=A dL=0 preo=B,emergencia,"(1, 1, 0, 0)",1,1,0,0,2.0,12.5522,5
c=A dc=+ h=B dh=+ L=A dL=0 preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=+ L=A dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=B dh=+ L=A dL=+ preo=B,emergencia,"(2, 1, 0, 1)",2,1,0,1,5.0,12.7514,143
c=A dc=+ h=B dh=+ L=A dL=+ preo=M,emergencia,"(0, 0, 2, 1)",0,0,2,1,4.0,9.3288,18
c=A dc=+ h=B dh=+ L=A dL=+ preo=A,emergencia,"(0, 1, 0, 0)",0,1,0,0,1.0,1.8020,5
c=A dc=+ h=M dh=- L=B dL=- preo=B,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,14.6154,7993
c=A dc=+ h=M dh=- L=B dL=- preo=M,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,11.1928,3648
c=A dc=+ h=M dh=- L=B dL=- preo=A,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,4.1068,162
c=A dc=+ h=M dh=- L=B dL=0 preo=B,emergencia,"(0, 0, 0, 2)",0,0,0,2,4.0,9.3694,118
c=A dc=+ h=M dh=- L=B dL=0 preo=M,emergencia,"(2, 0, 0, 2)",2,0,0,2,6.0,9.8182,124
c=A dc=+ h=M dh=- L=B dL=0 preo=A,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,3.8618,19
c=A dc=+ h=M dh=- L=B dL=+ preo=B,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,12.0063,706
c=A dc=+ h=M dh=- L=B dL=+ preo=M,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,10.6037,228
c=A dc=+ h=M dh=- L=B dL=+ preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,22
c=A dc=+ h=M dh=- L=M dL=- preo=B,emergencia,"(0, 1, 2, 0)",0,1,2,0,3.0,10.3011,26
c=A dc=+ h=M dh=- L=M dL=- preo=M,emergencia,"(1, 2, 1, 1)",1,2,1,1,6.0,9.1267,60
c=A dc=+ h=M dh=- L=M dL=- preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,10
c=A dc=+ h=M dh=- L=M dL=0 preo=B,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,8.0914,2
c=A dc=+ h=M dh=- L=M dL=0 preo=M,emergencia,"(2, 2, 1, 0)",2,2,1,0,5.0,8.4422,25
c=A dc=+ h=M dh=- L=M dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,6
c=A dc=+ h=M dh=- L=M dL=+ preo=B,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,13.0350,185
c=A dc=+ h=M dh=- L=M dL=+ preo=M,emergencia,"(1, 0, 0, 0)",1,0,0,0,1.0,9.7953,122
c=A dc=+ h=M dh=- L=M dL=+ preo=A,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,4.8711,18
c=A dc=+ h=M dh=- L=A dL=- preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=M dh=- L=A dL=- preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=M dh=- L=A dL=- preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,0.3326,1
c=A dc=+ h=M dh=- L=A dL=0 preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=A dc=+ h=M dh=- L=A dL=0 preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,1
c=A dc=+ h=M dh=- L=A dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,1
c=A dc=+ h=M dh=- L=A dL=+ preo=B,emergencia,"(2, 0, 0, 1)",2,0,0,1,4.0,8.3193,61
c=A dc=+ h=M dh=- L=A dL=+ preo=M,emergencia,"(0, 2, 0, 1)",0,2,0,1,4.0,8.3096,33
c=A dc=+ h=M dh=- L=A dL=+ preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,2
c=A dc=+ h=M dh=0 L=B dL=- preo=B,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,14.3991,7903
c=A dc=+ h=M dh=0 L=B dL=- preo=M,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,10.8773,2528
c=A dc=+ h=M dh=0 L=B dL=- preo=A,emergencia,"(1, 1, 0, 2)",1,1,0,2,6.0,5.1986,74
c=A dc=+ h=M dh=0 L=B dL=0 preo=B,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,13.6812,116
c=A dc=+ h=M dh=0 L=B dL=0 preo=M,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,9.0191,56
c=A dc=+ h=M dh=0 L=B dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,8
c=A dc=+ h=M dh=0 L=B dL=+ preo=B,emergencia,"(0, 2, 2, 0)",0,2,2,0,4.0,9.4662,540
c=A dc=+ h=M dh=0 L=B dL=+ preo=M,emergencia,"(1, 1, 0, 0)",1,1,0,0,2.0,8.8545,149
c=A dc=+ h=M dh=0 L=B dL=+ preo=A,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,0.3993,13
c=A dc=+ h=M dh=0 L=M dL=- preo=B,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,13.2263,36
c=A dc=+ h=M dh=0 L=M dL=- preo=M,emergencia,"(1, 0, 0, 0)",1,0,0,0,1.0,9.4733,40
c=A dc=+ h=M dh=0 L=M dL=- preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,7
c=A dc=+ h=M dh=0 L=M dL=0 preo=B,emergencia,"(2, 2, 1, 0)",2,2,1,0,5.0,8.3451,4
c=A dc=+ h=M dh=0 L=M dL=0 preo=M,emergencia,"(0, 2, 0, 1)",0,2,0,1,4.0,5.8919,14
